x,y
800.0133648864932,5.903614998637164
784.0042736802244,13.887151295726568
800.0133648864932,13.887151295726568
784.0042736802244,21.891696898860943
792.0088192833588,21.891696898860943
800.0133648864932,21.891696898860943
808.0179104896275,21.891696898860943
776.0207373831349,29.896242501995317
784.0042736802244,29.896242501995317
792.0088192833588,29.896242501995317
800.0133648864932,29.896242501995317
808.0179104896275,29.896242501995317
768.0161917800006,37.90078810512969
776.0207373831349,37.90078810512969
784.0042736802244,37.90078810512969
792.0088192833588,37.90078810512969
800.0133648864932,37.90078810512969
808.0179104896275,37.90078810512969
816.0014467867169,37.90078810512969
760.0116461768662,45.905333708264074
768.0161917800006,45.905333708264074
776.0207373831349,45.905333708264074
784.0042736802244,45.905333708264074
792.0088192833588,45.905333708264074
800.0133648864932,45.905333708264074
808.0179104896275,45.905333708264074
816.0014467867169,45.905333708264074
760.0116461768662,53.88887000535347
768.0161917800006,53.88887000535347
776.0207373831349,53.88887000535347
784.0042736802244,53.88887000535347
792.0088192833588,53.88887000535347
800.0133648864932,53.88887000535347
808.0179104896275,53.88887000535347
816.0014467867169,53.88887000535347
824.0059923898513,53.88887000535347
832.0105379929856,53.88887000535347
8.004545603134375,61.89341560848785
752.0071005737318,61.89341560848785
760.0116461768662,61.89341560848785
768.0161917800006,61.89341560848785
776.0207373831349,61.89341560848785
784.0042736802244,61.89341560848785
792.0088192833588,61.89341560848785
800.0133648864932,61.89341560848785
808.0179104896275,61.89341560848785
816.0014467867169,61.89341560848785
824.0059923898513,61.89341560848785
832.0105379929856,61.89341560848785
840.01508359612,61.89341560848785
848.0196291992544,61.89341560848785
8.004545603134375,69.89796121162223
16.00909120626875,69.89796121162223
24.013636809403124,69.89796121162223
736.0190186735081,69.89796121162223
744.0025549705974,69.89796121162223
752.0071005737318,69.89796121162223
760.0116461768662,69.89796121162223
768.0161917800006,69.89796121162223
776.0207373831349,69.89796121162223
784.0042736802244,69.89796121162223
792.0088192833588,69.89796121162223
800.0133648864932,69.89796121162223
808.0179104896275,69.89796121162223
816.0014467867169,69.89796121162223
824.0059923898513,69.89796121162223
832.0105379929856,69.89796121162223
840.01508359612,69.89796121162223
848.0196291992544,69.89796121162223
856.0031654963437,69.89796121162223
864.0077110994782,69.89796121162223
872.0122567026126,69.89796121162223
8.004545603134375,77.90250681475659
16.00909120626875,77.90250681475659
24.013636809403124,77.90250681475659
32.0181824125375,77.90250681475659
40.0017187096269,77.90250681475659
48.00626431276128,77.90250681475659
56.010809915895656,77.90250681475659
64.01535551903002,77.90250681475659
80.0034374192538,77.90250681475659
744.0025549705974,77.90250681475659
752.0071005737318,77.90250681475659
760.0116461768662,77.90250681475659
768.0161917800006,77.90250681475659
776.0207373831349,77.90250681475659
784.0042736802244,77.90250681475659
792.0088192833588,77.90250681475659
800.0133648864932,77.90250681475659
808.0179104896275,77.90250681475659
816.0014467867169,77.90250681475659
824.0059923898513,77.90250681475659
832.0105379929856,77.90250681475659
840.01508359612,77.90250681475659
848.0196291992544,77.90250681475659
856.0031654963437,77.90250681475659
864.0077110994782,77.90250681475659
872.0122567026126,77.90250681475659
8.004545603134375,85.90705241789098
16.00909120626875,85.90705241789098
24.013636809403124,85.90705241789098
32.0181824125375,85.90705241789098
40.0017187096269,85.90705241789098
